id,famid,trait1,ibdid,probnd,age
 180129,,   0.8791677180000000E+00,   0.9110000000000000E+03,   0.0000000000000000E+00,   0.2700000000000000E+02,
 164939,,  -0.1006917146000000E+01,   0.9150000000000000E+03,   0.0000000000000000E+00,   0.2900000000000000E+02,
 129432,,  -0.1406048852000000E+01,   0.9200000000000000E+03,   0.0000000000000000E+00,   0.2300000000000000E+02,
 113821,,   0.6145332500000000E-01,   0.9190000000000000E+03,   0.0000000000000000E+00,   0.2600000000000000E+02,
 580044,,  -0.1364812800000000E-01,   0.9260000000000000E+03,   0.0000000000000000E+00,   0.3000000000000000E+02,
 486759,,  -0.5629003790000000E+00,   0.9250000000000000E+03,   0.0000000000000000E+00,   0.3400000000000000E+02,
 151324,,  -0.8300092120000000E+00,   0.9240000000000000E+03,   0.0000000000000000E+00,   0.2300000000000000E+02,
 220721,,   0.1599020190000000E+00,   0.9290000000000000E+03,   0.0000000000000000E+00,   0.2800000000000000E+02,
 792867,,   0.8559697370000000E+00,   0.9330000000000000E+03,   0.0000000000000000E+00,   0.3700000000000000E+02,
 361234,,  -0.2693520230000000E+00,   0.9320000000000000E+03,   0.0000000000000000E+00,   0.3500000000000000E+02,
 180937,,  -0.3870359650000000E+00,   0.9380000000000000E+03,   0.0000000000000000E+00,   0.3600000000000000E+02,
 141422,,  -0.5234008600000000E-01,   0.9370000000000000E+03,   0.0000000000000000E+00,   0.3300000000000000E+02,
 106016,,  -0.3336323720000000E+00,   0.9360000000000000E+03,   0.0000000000000000E+00,   0.3300000000000000E+02,
 835657,,   0.5816558020000000E+00,   0.9410000000000000E+03,   0.0000000000000000E+00,   0.3200000000000000E+02,
 907656,,   0.6088109910000000E+00,   0.9450000000000000E+03,   0.0000000000000000E+00,   0.3200000000000000E+02,
 147737,,   0.1089661982000000E+01,   0.9440000000000000E+03,   0.0000000000000000E+00,   0.3400000000000000E+02,
 957974,,  -0.1622063290000000E+00,   0.9490000000000000E+03,   0.0000000000000000E+00,   0.2800000000000000E+02,
 239944,,   0.8077443800000000E+00,   0.9480000000000000E+03,   0.0000000000000000E+00,   0.3200000000000000E+02,
 368753,,  -0.3312285330000000E+00,   0.9530000000000000E+03,   0.0000000000000000E+00,   0.3300000000000000E+02,
 248238,,   0.1247153559000000E+01,   0.9520000000000000E+03,   0.0000000000000000E+00,   0.3300000000000000E+02,
 280739,,   0.4516201520000000E+00,   0.9570000000000000E+03,   0.0000000000000000E+00,   0.3200000000000000E+02,
 172938,,   0.1282586382000000E+01,   0.9560000000000000E+03,   0.0000000000000000E+00,   0.3200000000000000E+02,
 782561,,  -0.4017876790000000E+00,   0.9610000000000000E+03,   0.0000000000000000E+00,   0.3200000000000000E+02,
 115017,,  -0.2208301964000000E+01,   0.9600000000000000E+03,   0.0000000000000000E+00,   0.3200000000000000E+02,
 979984,,  -0.4566635610000000E+00,   0.9670000000000000E+03,   0.0000000000000000E+00,   0.3400000000000000E+02,
 204521,,   0.1518626153000000E+01,   0.9660000000000000E+03,   0.0000000000000000E+00,   0.3100000000000000E+02,
 195041,,   0.1185209400000000E+01,   0.9650000000000000E+03,   0.0000000000000000E+00,   0.3100000000000000E+02,
 197651,,   0.5155473380000000E+00,   0.9710000000000000E+03,   0.0000000000000000E+00,   0.3100000000000000E+02,
 180432,,   0.4240815340000000E+00,   0.9700000000000000E+03,   0.0000000000000000E+00,   0.3400000000000000E+02,
 673455,,   0.1341761555000000E+01,   0.9780000000000000E+03,   0.0000000000000000E+00,   0.3500000000000000E+02,
 377451,,   0.6902799580000000E+00,   0.9770000000000000E+03,   0.0000000000000000E+00,   0.2600000000000000E+02,
 162228,,  -0.7047854920000000E+00,   0.9750000000000000E+03,   0.0000000000000000E+00,   0.2400000000000000E+02,
 356948,,   0.7643711470000000E+00,   0.9760000000000000E+03,   0.0000000000000000E+00,   0.2900000000000000E+02,
 567759,,  -0.6225575450000000E+00,   0.9810000000000000E+03,   0.0000000000000000E+00,   0.3000000000000000E+02,
 381038,,   0.5207501480000000E+00,   0.9860000000000000E+03,   0.0000000000000000E+00,   0.3000000000000000E+02,
 238033,,  -0.4240815340000000E+00,   0.9850000000000000E+03,   0.0000000000000000E+00,   0.3400000000000000E+02,
 167440,,  -0.4871750270000000E+00,   0.9840000000000000E+03,   0.0000000000000000E+00,   0.3000000000000000E+02,
 654350,,   0.7372340400000000E+00,   0.9910000000000000E+03,   0.0000000000000000E+00,   0.3000000000000000E+02,
 129331,,  -0.1025981761000000E+01,   0.9890000000000000E+03,   0.0000000000000000E+00,   0.3000000000000000E+02,
 189652,,   0.9131540540000000E+00,   0.9950000000000000E+03,   0.0000000000000000E+00,   0.3000000000000000E+02,
 175742,,   0.6392104650000000E+00,   0.9940000000000000E+03,   0.0000000000000000E+00,   0.3500000000000000E+02,
 932554,,  -0.1504368974000000E+01,   0.1000000000000000E+04,   0.0000000000000000E+00,   0.2800000000000000E+02,
 103414,,  -0.4769554730000000E+00,   0.9990000000000000E+03,   0.0000000000000000E+00,   0.2500000000000000E+02,
 101410,,   0.3432671930000000E+00,   0.9980000000000000E+03,   0.0000000000000000E+00,   0.2900000000000000E+02,
 521331,,  -0.4265714860000000E+00,   0.1005000000000000E+04,   0.0000000000000000E+00,   0.3000000000000000E+02,
 231928,,   0.3626338730000000E+00,   0.1004000000000000E+04,   0.0000000000000000E+00,   0.3000000000000000E+02,
 138130,,  -0.3993230670000000E+00,   0.1003000000000000E+04,   0.0000000000000000E+00,   0.3300000000000000E+02,
 148436,,  -0.5917456600000000E-01,   0.1010000000000000E+04,   0.0000000000000000E+00,   0.2900000000000000E+02,
 134728,,  -0.1741079230000000E+01,   0.1009000000000000E+04,   0.0000000000000000E+00,   0.2900000000000000E+02,
 127327,,   0.8014563340000000E+00,   0.1008000000000000E+04,   0.0000000000000000E+00,   0.2300000000000000E+02,
 325129,,  -0.1737410620000000E+00,   0.1014000000000000E+04,   0.0000000000000000E+00,   0.3100000000000000E+02,
 151930,,   0.2038438830000000E+00,   0.1013000000000000E+04,   0.0000000000000000E+00,   0.3100000000000000E+02,
 888678,,  -0.1842953821000000E+01,   0.1019000000000000E+04,   0.0000000000000000E+00,   0.2900000000000000E+02,
 578158,,  -0.3360381400000000E+00,   0.1018000000000000E+04,   0.0000000000000000E+00,   0.2900000000000000E+02,
 569965,,  -0.1762173859000000E+01,   0.1017000000000000E+04,   0.0000000000000000E+00,   0.3100000000000000E+02,
 723141,,  -0.2528773710000000E+00,   0.1023000000000000E+04,   0.0000000000000000E+00,   0.3100000000000000E+02,
 675661,,  -0.1412187579000000E+01,   0.1022000000000000E+04,   0.0000000000000000E+00,   0.3100000000000000E+02,
 958976,,  -0.1110490641000000E+01,   0.1028000000000000E+04,   0.0000000000000000E+00,   0.2900000000000000E+02,
 203418,,  -0.1002508330000000E+00,   0.1027000000000000E+04,   0.0000000000000000E+00,   0.2900000000000000E+02,
 555954,,  -0.3240284230000000E+00,   0.1031000000000000E+04,   0.0000000000000000E+00,   0.2900000000000000E+02,
 365343,,   0.1180630489000000E+01,   0.1036000000000000E+04,   0.0000000000000000E+00,   0.2900000000000000E+02,
 173132,,  -0.2154697570000000E+00,   0.1035000000000000E+04,   0.0000000000000000E+00,   0.3100000000000000E+02,
 131217,,   0.9028487560000000E+00,   0.1034000000000000E+04,   0.0000000000000000E+00,   0.2900000000000000E+02,
 308331,,  -0.1127507123000000E+01,   0.1040000000000000E+04,   0.0000000000000000E+00,   0.2900000000000000E+02,
 901442,,   0.1277249990000000E+00,   0.1045000000000000E+04,   0.0000000000000000E+00,   0.2900000000000000E+02,
 209127,,   0.1369034930000000E+00,   0.1044000000000000E+04,   0.0000000000000000E+00,   0.3200000000000000E+02,
 169444,,   0.5655674790000000E+00,   0.1043000000000000E+04,   0.0000000000000000E+00,   0.2900000000000000E+02,
 922854,,  -0.9553851910000000E+00,   0.1050000000000000E+04,   0.0000000000000000E+00,   0.2900000000000000E+02,
 392447,,  -0.1053316395000000E+01,   0.1049000000000000E+04,   0.0000000000000000E+00,   0.3300000000000000E+02,
 109325,,   0.4116707560000000E+00,   0.1048000000000000E+04,   0.0000000000000000E+00,   0.3100000000000000E+02,
 497865,,  -0.8109004050000000E+00,   0.1055000000000000E+04,   0.0000000000000000E+00,   0.2900000000000000E+02,
 217126,,  -0.9734926130000000E+00,   0.1054000000000000E+04,   0.0000000000000000E+00,   0.2400000000000000E+02,
 159340,,   0.4897378430000000E+00,   0.1053000000000000E+04,   0.0000000000000000E+00,   0.2900000000000000E+02,
 212419,,  -0.1330653393000000E+01,   0.1059000000000000E+04,   0.0000000000000000E+00,   0.2900000000000000E+02,
 177645,,   0.1852989580000000E+00,   0.1058000000000000E+04,   0.0000000000000000E+00,   0.2900000000000000E+02,
 385450,,  -0.7283086270000000E+00,   0.1064000000000000E+04,   0.0000000000000000E+00,   0.2800000000000000E+02,
 380036,,   0.4265714860000000E+00,   0.1063000000000000E+04,   0.0000000000000000E+00,   0.2800000000000000E+02,
 210011,,   0.1430930654000000E+01,   0.1062000000000000E+04,   0.0000000000000000E+00,   0.2400000000000000E+02,
 814649,,  -0.2294207471000000E+01,   0.1069000000000000E+04,   0.0000000000000000E+00,   0.2900000000000000E+02,
 786569,,   0.1102101786000000E+01,   0.1068000000000000E+04,   0.0000000000000000E+00,   0.3400000000000000E+02,
 725751,,  -0.1041506251000000E+01,   0.1067000000000000E+04,   0.0000000000000000E+00,   0.2900000000000000E+02,
 300719,,  -0.8172368220000000E+00,   0.1073000000000000E+04,   0.0000000000000000E+00,   0.3000000000000000E+02,
 153934,,  -0.8654336800000000E-01,   0.1072000000000000E+04,   0.0000000000000000E+00,   0.3000000000000000E+02,
 352132,,  -0.8204173620000000E+00,   0.1077000000000000E+04,   0.0000000000000000E+00,   0.2800000000000000E+02,
 151526,,  -0.2787987500000000E+00,   0.1076000000000000E+04,   0.0000000000000000E+00,   0.2800000000000000E+02,
 192035,,  -0.1418379989000000E+01,   0.1082000000000000E+04,   0.0000000000000000E+00,   0.3000000000000000E+02,
 816653,,  -0.1529941310000000E+00,   0.1087000000000000E+04,   0.0000000000000000E+00,   0.2300000000000000E+02,
 163129,,   0.9567971200000000E-01,   0.1086000000000000E+04,   0.0000000000000000E+00,   0.2800000000000000E+02,
 148941,,  -0.5924653450000000E+00,   0.1085000000000000E+04,   0.0000000000000000E+00,   0.2800000000000000E+02,
 113417,,   0.1025981761000000E+01,   0.1090000000000000E+04,   0.0000000000000000E+00,   0.3000000000000000E+02,
 208024,,  -0.2271248280000000E+00,   0.1098000000000000E+04,   0.0000000000000000E+00,   0.3400000000000000E+02,
 172130,,  -0.3845856000000000E+00,   0.1097000000000000E+04,   0.0000000000000000E+00,   0.2800000000000000E+02,
 126628,,  -0.4820589560000000E+00,   0.1095000000000000E+04,   0.0000000000000000E+00,   0.3300000000000000E+02,
 171633,,   0.9845118990000000E+00,   0.1096000000000000E+04,   0.0000000000000000E+00,   0.2800000000000000E+02,
 386250,,   0.1393927884000000E+01,   0.1103000000000000E+04,   0.0000000000000000E+00,   0.2400000000000000E+02,
 173334,,   0.9305485980000000E+00,   0.1102000000000000E+04,   0.0000000000000000E+00,   0.2800000000000000E+02,
 164131,,   0.8236062220000000E+00,   0.1101000000000000E+04,   0.0000000000000000E+00,   0.2800000000000000E+02,
 198047,,   0.1784083098000000E+01,   0.1110000000000000E+04,   0.0000000000000000E+00,   0.3000000000000000E+02,
 117021,,   0.1308916569000000E+01,   0.1109000000000000E+04,   0.0000000000000000E+00,   0.3000000000000000E+02,
 878877,,   0.2182968735000000E+01,   0.1115000000000000E+04,   0.0000000000000000E+00,   0.2800000000000000E+02,
 584355,,   0.8691684690000000E+00,   0.1114000000000000E+04,   0.0000000000000000E+00,   0.3300000000000000E+02,
 385046,,   0.8300092120000000E+00,   0.1113000000000000E+04,   0.0000000000000000E+00,   0.2800000000000000E+02,
 994273,,  -0.9166107630000000E+00,   0.1120000000000000E+04,   0.0000000000000000E+00,   0.3000000000000000E+02,
 389357,,   0.1185572520000000E+00,   0.1119000000000000E+04,   0.0000000000000000E+00,   0.2800000000000000E+02,
 131722,,   0.6960645840000000E+00,   0.1118000000000000E+04,   0.0000000000000000E+00,   0.2800000000000000E+02,
 154330,,  -0.1153661830000000E+01,   0.1124000000000000E+04,   0.0000000000000000E+00,   0.2900000000000000E+02,
 146634,,  -0.6373240300000001E-01,   0.1123000000000000E+04,   0.0000000000000000E+00,   0.2700000000000000E+02,
 872764,,  -0.3577797220000000E+00,   0.1130000000000000E+04,   0.0000000000000000E+00,   0.2700000000000000E+02,
 214726,,  -0.4166273540000000E+00,   0.1129000000000000E+04,   0.0000000000000000E+00,   0.2300000000000000E+02,
 191033,,  -0.6931693720000000E+00,   0.1128000000000000E+04,   0.0000000000000000E+00,   0.2800000000000000E+02,
 959574,,   0.1645115010000000E+00,   0.1137000000000000E+04,   0.0000000000000000E+00,   0.2800000000000000E+02,
 765056,,   0.1085552666000000E+01,   0.1136000000000000E+04,   0.0000000000000000E+00,   0.2600000000000000E+02,
 245333,,   0.1014498746000000E+01,   0.1133000000000000E+04,   0.0000000000000000E+00,   0.3100000000000000E+02,
 599065,,   0.1456731313000000E+01,   0.1134000000000000E+04,   0.0000000000000000E+00,   0.2400000000000000E+02,
 761957,,   0.1842953821000000E+01,   0.1135000000000000E+04,   0.0000000000000000E+00,   0.3000000000000000E+02,
 570243,,   0.6115510300000000E+00,   0.1142000000000000E+04,   0.0000000000000000E+00,   0.2700000000000000E+02,
 224022,,  -0.7057167200000000E-01,   0.1141000000000000E+04,   0.0000000000000000E+00,   0.2900000000000000E+02,
 138534,,   0.3553558110000000E+00,   0.1140000000000000E+04,   0.0000000000000000E+00,   0.2500000000000000E+02,
 480141,,   0.1037601680000000E+01,   0.1146000000000000E+04,   0.0000000000000000E+00,   0.2500000000000000E+02,
 201717,,   0.3240284230000000E+00,   0.1145000000000000E+04,   0.0000000000000000E+00,   0.2200000000000000E+02,
 965367,,  -0.1611466698000000E+01,   0.1153000000000000E+04,   0.0000000000000000E+00,   0.3200000000000000E+02,
 880157,,  -0.1720732062000000E+01,   0.1152000000000000E+04,   0.0000000000000000E+00,   0.3100000000000000E+02,
 101309,,   0.1140486955000000E+01,   0.1149000000000000E+04,   0.0000000000000000E+00,   0.2900000000000000E+02,
 406432,,  -0.7920832090000000E+00,   0.1150000000000000E+04,   0.0000000000000000E+00,   0.2700000000000000E+02,
 540436,,   0.3025268690000000E+00,   0.1151000000000000E+04,   0.0000000000000000E+00,   0.3500000000000000E+02,
 571548,,  -0.6033445650000000E+00,   0.1158000000000000E+04,   0.0000000000000000E+00,   0.2900000000000000E+02,
 208428,,  -0.8045963800000000E+00,   0.1157000000000000E+04,   0.0000000000000000E+00,   0.3200000000000000E+02,
 142424,,  -0.1540608992000000E+01,   0.1156000000000000E+04,   0.0000000000000000E+00,   0.3000000000000000E+02,
 782157,,  -0.2131423010000000E+00,   0.1166000000000000E+04,   0.0000000000000000E+00,   0.2800000000000000E+02,
 121315,,  -0.1010700684000000E+01,   0.1165000000000000E+04,   0.0000000000000000E+00,   0.2900000000000000E+02,
 877269,,   0.8429184620000000E+00,   0.1164000000000000E+04,   0.0000000000000000E+00,   0.2300000000000000E+02,
 729254,,  -0.1806729150000000E+00,   0.1163000000000000E+04,   0.0000000000000000E+00,   0.2500000000000000E+02,
 756055,,  -0.2073642525000000E+01,   0.1171000000000000E+04,   0.0000000000000000E+00,   0.2500000000000000E+02,
 197449,,   0.1922454970000000E+00,   0.1170000000000000E+04,   0.0000000000000000E+00,   0.2300000000000000E+02,
 599469,,   0.1252119520000000E+01,   0.1176000000000000E+04,   0.0000000000000000E+00,   0.3200000000000000E+02,
 154936,,  -0.8791677180000000E+00,   0.1175000000000000E+04,   0.0000000000000000E+00,   0.2700000000000000E+02,
 833148,,   0.2177983800000000E+00,   0.1180000000000000E+04,   0.0000000000000000E+00,   0.2700000000000000E+02,
 749361,,   0.1555688367000000E+01,   0.1179000000000000E+04,   0.0000000000000000E+00,   0.2900000000000000E+02,
 185038,,   0.1041506251000000E+01,   0.1183000000000000E+04,   0.0000000000000000E+00,   0.3100000000000000E+02,
 415837,,  -0.1783613490000000E+00,   0.1188000000000000E+04,   0.0000000000000000E+00,   0.2300000000000000E+02,
 194645,,   0.9553851910000000E+00,   0.1187000000000000E+04,   0.0000000000000000E+00,   0.2700000000000000E+02,
 170934,,   0.2364710740000000E+00,   0.1186000000000000E+04,   0.0000000000000000E+00,   0.2800000000000000E+02,
 837560,,  -0.4923038810000000E+00,   0.1194000000000000E+04,   0.0000000000000000E+00,   0.3000000000000000E+02,
 300618,,   0.5469806670000000E+00,   0.1199000000000000E+04,   0.0000000000000000E+00,   0.2200000000000000E+02,
 120515,,   0.1319707038000000E+01,   0.1197000000000000E+04,   0.0000000000000000E+00,   0.2600000000000000E+02,
 160123,,   0.1045426766000000E+01,   0.1206000000000000E+04,   0.0000000000000000E+00,   0.3200000000000000E+02,
 561242,,   0.1525872011000000E+01,   0.1205000000000000E+04,   0.0000000000000000E+00,   0.2400000000000000E+02,
 107321,,   0.3968608790000000E+00,   0.1203000000000000E+04,   0.0000000000000000E+00,   0.2500000000000000E+02,
 209935,,   0.4667854910000000E+00,   0.1211000000000000E+04,   0.0000000000000000E+00,   0.2400000000000000E+02,
 178748,,  -0.8461677590000000E+00,   0.1210000000000000E+04,   0.0000000000000000E+00,   0.3300000000000000E+02,
 123117,,  -0.1760507360000000E+00,   0.1209000000000000E+04,   0.0000000000000000E+00,   0.2900000000000000E+02,
 298455,,  -0.1247153559000000E+01,   0.1219000000000000E+04,   0.0000000000000000E+00,   0.2400000000000000E+02,
 182032,,   0.1293010986000000E+01,   0.1218000000000000E+04,   0.0000000000000000E+00,   0.3100000000000000E+02,
 160830,,   0.4566635610000000E+00,   0.1217000000000000E+04,   0.0000000000000000E+00,   0.2800000000000000E+02,
 201414,,  -0.1829854470000000E+00,   0.1229000000000000E+04,   0.0000000000000000E+00,   0.2200000000000000E+02,
 118528,,   0.5575781410000000E+00,   0.1228000000000000E+04,   0.0000000000000000E+00,   0.2900000000000000E+02,
 143527,,   0.5233568400000000E+00,   0.1227000000000000E+04,   0.0000000000000000E+00,   0.2700000000000000E+02,
 687163,,  -0.7704781120000000E+00,   0.1235000000000000E+04,   0.0000000000000000E+00,   0.2200000000000000E+02,
 566454,,   0.4440764730000000E+00,   0.1234000000000000E+04,   0.0000000000000000E+00,   0.2700000000000000E+02,
 127630,,  -0.3772482710000000E+00,   0.1232000000000000E+04,   0.0000000000000000E+00,   0.2500000000000000E+02,
 165941,,  -0.7342524070000001E+00,   0.1233000000000000E+04,   0.0000000000000000E+00,   0.2800000000000000E+02,
 465852,,   0.6845183390000000E+00,   0.1238000000000000E+04,   0.0000000000000000E+00,   0.2700000000000000E+02,
 965771,,   0.1476737870000000E+01,   0.1244000000000000E+04,   0.0000000000000000E+00,   0.3200000000000000E+02,
 565452,,   0.1540608992000000E+01,   0.1243000000000000E+04,   0.0000000000000000E+00,   0.2500000000000000E+02,
 211114,,   0.1953024460000000E+01,   0.1241000000000000E+04,   0.0000000000000000E+00,   0.3000000000000000E+02,
 268850,,   0.3118963888000000E+01,   0.1242000000000000E+04,   0.0000000000000000E+00,   0.2400000000000000E+02,
 303119,,  -0.1097936302000000E+01,   0.1249000000000000E+04,   0.0000000000000000E+00,   0.3000000000000000E+02,
 146331,,   0.3993230670000000E+00,   0.1260000000000000E+04,   0.0000000000000000E+00,   0.2600000000000000E+02,
 175035,,   0.1563362599000000E+01,   0.1265000000000000E+04,   0.0000000000000000E+00,   0.2400000000000000E+02,
 140925,,  -0.1073333305000000E+01,   0.1264000000000000E+04,   0.0000000000000000E+00,   0.2500000000000000E+02,
 198350,,   0.8526933110000000E+00,   0.1270000000000000E+04,   0.0000000000000000E+00,   0.3100000000000000E+02,
 173435,,  -0.4491027570000000E+00,   0.1269000000000000E+04,   0.0000000000000000E+00,   0.2900000000000000E+02,
 882161,,   0.7766139480000001E+00,   0.1275000000000000E+04,   0.0000000000000000E+00,   0.2900000000000000E+02,
 587664,,  -0.3626338730000000E+00,   0.1274000000000000E+04,   0.0000000000000000E+00,   0.2600000000000000E+02,
 212217,,  -0.6829156400000000E-01,   0.1273000000000000E+04,   0.0000000000000000E+00,   0.2300000000000000E+02,
 843151,,   0.1033712864000000E+01,   0.1280000000000000E+04,   0.0000000000000000E+00,   0.2900000000000000E+02,
 188448,,   0.1691485569000000E+01,   0.1279000000000000E+04,   0.0000000000000000E+00,   0.2500000000000000E+02,
 180230,,   0.1701073323000000E+01,   0.1278000000000000E+04,   0.0000000000000000E+00,   0.2700000000000000E+02,
 541640,,  -0.5951785330000000E+00,   0.1284000000000000E+04,   0.0000000000000000E+00,   0.2600000000000000E+02,
 316633,,   0.8426044000000001E-01,   0.1283000000000000E+04,   0.0000000000000000E+00,   0.2700000000000000E+02,
 355239,,   0.2491956089000000E+01,   0.1288000000000000E+04,   0.0000000000000000E+00,   0.2600000000000000E+02,
 189450,,   0.5549229430000000E+00,   0.1287000000000000E+04,   0.0000000000000000E+00,   0.2300000000000000E+02,
 161832,,  -0.5000215680000000E+00,   0.1292000000000000E+04,   0.0000000000000000E+00,   0.2600000000000000E+02,
 112112,,  -0.8758249080000000E+00,   0.1291000000000000E+04,   0.0000000000000000E+00,   0.2700000000000000E+02,
 594156,,   0.1603189051000000E+01,   0.1298000000000000E+04,   0.0000000000000000E+00,   0.2900000000000000E+02,
 567961,,   0.2054499159000000E+01,   0.1297000000000000E+04,   0.0000000000000000E+00,   0.2200000000000000E+02,
 178849,,   0.5629003790000000E+00,   0.1295000000000000E+04,   0.0000000000000000E+00,   0.2400000000000000E+02,
 211821,,   0.7057167200000000E-01,   0.1296000000000000E+04,   0.0000000000000000E+00,   0.2800000000000000E+02,
 204016,,   0.2158963554000000E+01,   0.1304000000000000E+04,   0.0000000000000000E+00,   0.2500000000000000E+02,
 871762,,  -0.9882116540000000E+00,   0.1303000000000000E+04,   0.0000000000000000E+00,   0.2800000000000000E+02,
 789373,,   0.1006917146000000E+01,   0.1302000000000000E+04,   0.0000000000000000E+00,   0.2800000000000000E+02,
 825553,,   0.7735423900000000E+00,   0.1311000000000000E+04,   0.0000000000000000E+00,   0.2800000000000000E+02,
 196851,,  -0.5496242350000000E+00,   0.1310000000000000E+04,   0.0000000000000000E+00,   0.2800000000000000E+02,
 136631,,   0.4549250000000000E-02,   0.1307000000000000E+04,   0.0000000000000000E+00,   0.2500000000000000E+02,
 151021,,   0.1552959330000000E+00,   0.1308000000000000E+04,   0.0000000000000000E+00,   0.3200000000000000E+02,
 433839,,   0.3185002600000000E-01,   0.1316000000000000E+04,   0.0000000000000000E+00,   0.2700000000000000E+02,
 149741,,  -0.6364227640000000E+00,   0.1314000000000000E+04,   0.0000000000000000E+00,   0.2700000000000000E+02,
 912447,,  -0.9200784590000000E+00,   0.1322000000000000E+04,   0.0000000000000000E+00,   0.2700000000000000E+02,
 644044,,  -0.3118963888000000E+01,   0.1321000000000000E+04,   0.0000000000000000E+00,   0.3200000000000000E+02,
 172029,,  -0.6702125209999999E+00,   0.1319000000000000E+04,   0.0000000000000000E+00,   0.2700000000000000E+02,
 173233,,  -0.5522716510000000E+00,   0.1320000000000000E+04,   0.0000000000000000E+00,   0.3000000000000000E+02,
 192843,,  -0.4340573110000000E+00,   0.1326000000000000E+04,   0.0000000000000000E+00,   0.2800000000000000E+02,
 136227,,   0.1136139068000000E+01,   0.1325000000000000E+04,   0.0000000000000000E+00,   0.3100000000000000E+02,
 814548,,  -0.9796501600000000E-01,   0.1331000000000000E+04,   0.0000000000000000E+00,   0.3100000000000000E+02,
 169949,,  -0.5461795900000000E-01,   0.1329000000000000E+04,   0.0000000000000000E+00,   0.2900000000000000E+02,
 700634,,   0.8654336800000000E-01,   0.1336000000000000E+04,   0.0000000000000000E+00,   0.3000000000000000E+02,
 154532,,  -0.1818645593000000E+01,   0.1335000000000000E+04,   0.0000000000000000E+00,   0.2800000000000000E+02,
 116423,,  -0.1490411188000000E+01,   0.1334000000000000E+04,   0.0000000000000000E+00,   0.2800000000000000E+02,
 519647,,  -0.3025268690000000E+00,   0.1340000000000000E+04,   0.0000000000000000E+00,   0.2900000000000000E+02,
 461743,,   0.8625503200000000E+00,   0.1339000000000000E+04,   0.0000000000000000E+00,   0.2900000000000000E+02,
 397154,,   0.4617186130000000E+00,   0.1347000000000000E+04,   0.0000000000000000E+00,   0.2900000000000000E+02,
 742549,,  -0.1899289690000000E+00,   0.1346000000000000E+04,   0.0000000000000000E+00,   0.2700000000000000E+02,
 155231,,   0.5364442699999999E+00,   0.1345000000000000E+04,   0.0000000000000000E+00,   0.3200000000000000E+02,
 137936,,   0.4923038810000000E+00,   0.1353000000000000E+04,   0.0000000000000000E+00,   0.3200000000000000E+02,
 395958,,  -0.4290640850000000E+00,   0.1352000000000000E+04,   0.0000000000000000E+00,   0.2700000000000000E+02,
 116524,,  -0.1319707038000000E+01,   0.1351000000000000E+04,   0.0000000000000000E+00,   0.2700000000000000E+02,
 188751,,  -0.1909005803000000E+01,   0.1358000000000000E+04,   0.0000000000000000E+00,   0.2800000000000000E+02,
 177241,,  -0.1085552666000000E+01,   0.1356000000000000E+04,   0.0000000000000000E+00,   0.2700000000000000E+02,
 599671,,   0.7796928510000000E+00,   0.1362000000000000E+04,   0.0000000000000000E+00,   0.2700000000000000E+02,
 145531,,  -0.1654610020000000E+01,   0.1361000000000000E+04,   0.0000000000000000E+00,   0.3100000000000000E+02,
 971160,,  -0.9111058900000001E-01,   0.1368000000000000E+04,   0.0000000000000000E+00,   0.2700000000000000E+02,
 175136,,   0.1399962658000000E+01,   0.1367000000000000E+04,   0.0000000000000000E+00,   0.2200000000000000E+02,
 160729,,   0.3480965240000000E+00,   0.1365000000000000E+04,   0.0000000000000000E+00,   0.2400000000000000E+02,
 165436,,  -0.1257116554000000E+01,   0.1366000000000000E+04,   0.0000000000000000E+00,   0.2700000000000000E+02,
 983773,,  -0.2835314070000000E+00,   0.1374000000000000E+04,   0.0000000000000000E+00,   0.2800000000000000E+02,
 849971,,  -0.6448008340000000E+00,   0.1373000000000000E+04,   0.0000000000000000E+00,   0.2500000000000000E+02,
 145632,,  -0.5181469900000000E+00,   0.1371000000000000E+04,   0.0000000000000000E+00,   0.2700000000000000E+02,
 165638,,   0.1303578030000000E+01,   0.1372000000000000E+04,   0.0000000000000000E+00,   0.2700000000000000E+02,
 769064,,  -0.1730816077000000E+01,   0.1379000000000000E+04,   0.0000000000000000E+00,   0.2700000000000000E+02,
 680250,,   0.3192376890000000E+00,   0.1377000000000000E+04,   0.0000000000000000E+00,   0.2500000000000000E+02,
 662551,,   0.1081461600000000E+01,   0.1384000000000000E+04,   0.0000000000000000E+00,   0.2700000000000000E+02,
 176239,,   0.8926384590000001E+00,   0.1383000000000000E+04,   0.0000000000000000E+00,   0.3300000000000000E+02,
 130417,,  -0.1061272140000000E+01,   0.1382000000000000E+04,   0.0000000000000000E+00,   0.2700000000000000E+02,
 818455,,   0.5843517730000000E+00,   0.1389000000000000E+04,   0.0000000000000000E+00,   0.3200000000000000E+02,
 118225,,  -0.4591896200000000E+00,   0.1388000000000000E+04,   0.0000000000000000E+00,   0.2700000000000000E+02,
 100610,,  -0.2546231578000000E+01,   0.1387000000000000E+04,   0.0000000000000000E+00,   0.2700000000000000E+02,
 869472,,   0.5129511660000000E+00,   0.1394000000000000E+04,   0.0000000000000000E+00,   0.2300000000000000E+02,
 194443,,  -0.1131812554000000E+01,   0.1393000000000000E+04,   0.0000000000000000E+00,   0.2700000000000000E+02,
 144933,,   0.7283086270000000E+00,   0.1392000000000000E+04,   0.0000000000000000E+00,   0.2700000000000000E+02,
